순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),,
12,55550,신한지주,2.59E+13,2025-04-30,7.53,2.8,-5.69,10.18,13.04,,
13,12330,현대모비스,2.49E+13,2025-04-30,0,1.52,7.65,17.07,-5.42,,
14,42660,한화오션,2.41E+13,2025-04-30,17.16,38.45,184.94,144.93,-0.64,,
15,138040,메리츠금융지주,2.23E+13,2025-04-30,0.89,13.54,21.07,56.3,-9.99,,
16,5490,POSCO홀딩스,2.11E+13,2025-04-30,-10.79,-0.38,-23.38,-35.68,-4.03,,
17,28260,삼성물산,2.08E+13,2025-04-30,2.09,6.43,-5.77,-18.45,22.39,,
18,9540,HD한국조선해양,1.93E+13,2025-04-30,35.32,19.04,45.61,106.84,16.36,,
19,34020,두산에너빌리티,1.85E+13,2025-04-30,18.89,17.21,35.28,72.32,39.38,,
20,86790,하나금융지주,1.85E+13,2025-04-30,5.22,8.95,3.04,9.88,12.71,,
21,259960,크래프톤,1.78E+13,2025-04-30,3.48,8.31,7.99,55.11,-0.67,,
22,810,삼성화재,1.77E+13,2025-04-30,4.9,9.66,8.08,20.81,8.01,,
23,32830,삼성생명,1.72E+13,2025-04-30,1.06,6.16,-15.32,-1.49,14.73,,
24,35720,카카오,1.70E+13,2025-04-30,-7.05,6.99,2.41,-21.3,11.63,,
25,10130,고려아연,1.65E+13,2025-04-30,4.18,-5.56,-26.18,72.17,-8.4,,
26,15760,한국전력,1.65E+13,2025-04-30,16.06,22.14,11.76,21.28,18.32,,
27,11200,HMM,1.61E+13,2025-04-30,-7.17,-2.04,5.73,15.21,16.65,,
28,51910,LG화학,1.52E+13,2025-04-30,-16.6,-9.81,-32.61,-46.34,-8.66,,
29,96770,SK이노베이션,1.43E+13,2025-04-30,-21.98,-25.73,-20.54,-15.03,-5.19,,
30,33780,KT&G,1.40E+13,2025-04-30,11.68,8.31,4.27,28.3,4.8,,
31,316140,우리금융지주,1.32E+13,2025-04-30,6.37,12.44,11.38,24.46,8.81,,
32,30200,KT,1.31E+13,2025-04-30,3.91,10.21,16.8,49.71,-1.93,,
33,10140,삼성중공업,1.28E+13,2025-04-30,5.35,12.86,51.93,54.18,15.99,,
34,64350,현대로템,1.22E+13,2025-04-30,10.32,89.53,75.86,200.8,30.48,,
35,24110,기업은행,1.22E+13,2025-04-30,5.5,1.79,6.09,9.96,2.61,,
36,6400,삼성SDI,1.21E+13,2025-04-30,-9.84,-20.63,-46.97,-58.58,-4.03,,
37,402340,SK스퀘어,1.18E+13,2025-04-30,-7.4,-11.01,-0.78,16.21,29.13,,
38,66570,LG전자,1.17E+13,2025-04-30,-10.75,-16.1,-21.97,-23.14,-0.42,,
39,17670,SK텔레콤,1.17E+13,2025-04-30,-2.51,-0.91,-4.57,5.85,-5.16,,
40,352820,하이브,1.11E+13,2025-04-30,11.02,20.54,38.85,32.18,-0.37,,
41,267260,HD현대일렉트릭,1.11E+13,2025-04-30,0.82,-30.9,-10.35,24.49,23.25,,
42,323410,카카오뱅크,1.06E+13,2025-04-30,-1.98,7.99,0.9,-11.16,5.38,,
43,3550,LG,1.05E+13,2025-04-30,1.37,-9.51,-14.62,-16.12,6.61,,
44,18260,삼성에스디에스,9.94E+12,2025-04-30,8.26,12.93,-15.53,-19.8,1.4,,
45,3670,포스코퓨처엠,9.68E+12,2025-04-30,-2.8,-11.92,-45.34,-55.94,-6.65,,
46,34730,SK,9.60E+12,2025-04-30,-3.36,-10.84,-11.38,-20.24,23.64,,
47,100,유한양행,9.13E+12,2025-04-30,-0.18,-12.39,-19.86,57.18,-8.35,,
48,9150,삼성전기,8.79E+12,2025-04-30,-13.39,-8.12,0,-24.5,3.82,,
49,47050,포스코인터내셔널,8.68E+12,2025-04-30,-3.61,14.5,-6.89,6.59,-0.61,,
50,86280,현대글로비스,8.55E+12,2025-04-30,-0.7,-20.89,-6.17,25.23,-0.53,,
51,326030,SK바이오팜,8.34E+12,2025-04-30,5.65,-2.47,-10.95,21.58,-12.68,,
52,47810,한국항공우주,8.07E+12,2025-04-30,10.84,55.06,38,59.85,0.97,,
53,3490,대한항공,7.71E+12,2025-04-30,-4.56,-14.84,-12.89,0,7.4,,
54,272210,한화시스템,7.37E+12,2025-04-30,22.07,48.85,103.76,98.17,16.41,,
55,42700,한미반도체,7.35E+12,2025-04-30,-0.52,-36.9,-20.98,-43.63,5.65,,
56,3230,삼양식품,7.31E+12,2025-04-30,14.93,36.62,89.45,228.26,14.54,,
57,90430,아모레퍼시픽,7.28E+12,2025-04-30,19.04,-1.27,3.49,-26.61,7.48,,
58,79550,LIG넥스원,7.05E+12,2025-04-30,31.89,39.05,27.69,99.32,33.85,,
59,443060,HD현대마린솔루션,6.86E+12,2025-04-30,9.76,-12.07,5.81,,17.52,,
60,6800,미래에셋증권,6.76E+12,2025-04-30,24.22,44.16,28.38,56.12,31.23,,
61,10620,HD현대미포,6.66E+12,2025-04-30,63.43,33.36,54.21,121.97,16.08,,
62,5830,DB손해보험,6.46E+12,2025-04-30,3.28,-0.44,-17.84,-6.27,10.2,,
63,21240,코웨이,6.36E+12,2025-04-30,3.18,13.6,40.32,57.45,1.37,,
64,267250,HD현대,6.22E+12,2025-04-30,6.06,-6.75,-0.76,16.77,41.93,,
65,10120,LS ELECTRIC,6.11E+12,2025-04-30,13.37,-16.6,35.85,15.23,24.08,,
66,10950,S-Oil,5.85E+12,2025-04-30,-9.25,-14.33,-10.19,-28.47,4.62,,
67,88980,맥쿼리인프라,5.49E+12,2025-04-30,4.66,9.35,-3.29,-8.89,2.36,,
68,180640,한진칼,5.31E+12,2025-04-30,-2.09,-2.33,-8.52,32.94,77.74,,
69,51900,LG생활건강,5.27E+12,2025-04-30,1.81,13.45,2.43,-19.64,-3.41,,
70,32640,LG유플러스,5.25E+12,2025-04-30,15.91,20.93,20.44,22.03,6.49,,
71,9830,한화솔루션,5.14E+12,2025-04-30,55.89,48.76,39.07,16.8,-0.33,,
72,161390,한국타이어앤테크놀로지,5.13E+12,2025-04-30,3.37,4.02,17.45,-29.95,-7,,
73,64400,LG씨엔에스,5.10E+12,2025-04-30,5.62,,,,-4.56,,
74,5940,NH투자증권,5.03E+12,2025-04-30,6.75,7.57,10.67,22.9,12.31,,
75,150,두산,5.01E+12,2025-04-30,3.58,-8.72,49.88,99.28,60.79,,
76,271560,오리온,4.87E+12,2025-04-30,4.5,26.88,26.62,32.62,-10.39,,
77,29780,삼성카드,4.86E+12,2025-04-30,3.45,2.44,4.48,7.29,2.98,,
78,241560,두산밥캣,4.70E+12,2025-04-30,-4.11,-6.67,27.44,-6.13,-4.08,,
79,16360,삼성증권,4.66E+12,2025-04-30,13.85,16.91,13.11,37.01,15.9,,
80,720,현대건설,4.63E+12,2025-04-30,19.88,32.06,47.26,17.35,53.37,,
81,71050,한국금융지주,4.63E+12,2025-04-30,11.11,7.1,6.27,23.15,30.12,,
82,298040,효성중공업,4.56E+12,2025-04-30,13.7,-3.64,20.86,56.39,26.46,,
83,377300,카카오페이,4.26E+12,2025-04-30,4.98,22.44,31.88,-10.34,19.59,,
84,34220,LG디스플레이,4.24E+12,2025-04-30,-7.03,-6.41,-20.77,-19.64,1.65,,
85,6260,LS,4.22E+12,2025-04-30,21.41,2.75,23.24,-5.14,21.6,,
86,450080,에코프로머티,3.87E+12,2025-04-30,-13.42,-21.94,-51.66,-52.73,-18.74,,
87,11790,SKC,3.87E+12,2025-04-30,-7.18,-37.25,-29.44,-7.52,-12.73,,
88,251270,넷마블,3.84E+12,2025-04-30,9.83,2.64,-21.99,-20.04,14.32,,
89,28050,삼성E&A,3.77E+12,2025-04-30,-3.17,7.85,5.54,-27.26,13.05,,
90,22100,포스코DX,3.73E+12,2025-04-30,-2.96,32.2,-8.57,-39.75,-9.98,,
91,1040,CJ,3.63E+12,2025-04-30,5.43,28.67,21.15,-2.66,9.65,,
92,880,한화,3.61E+12,2025-04-30,16.44,53.59,71.66,76.05,56.8,,
93,97950,CJ제일제당,3.60E+12,2025-04-30,-6.09,1.27,-12.13,-29.08,-3.14,,
94,78930,GS,3.60E+12,2025-04-30,3.75,0.91,-6.97,-13.81,12.53,,
95,36460,한국가스공사,3.59E+12,2025-04-30,10.21,10.84,-1.4,40.76,6.44,,
96,35250,강원랜드,3.47E+12,2025-04-30,-3.28,-2.29,-8.47,5.54,5.19,,
97,128940,한미약품,3.45E+12,2025-04-30,14.96,9.8,-18.48,-15.01,15.8,,
98,307950,현대오토에버,3.38E+12,2025-04-30,-3.75,-10.92,-10.72,-20,16.4,,
99,39490,키움증권,3.35E+12,2025-04-30,5.63,10.04,2.09,3.47,18.69,,
100,175330,JB금융지주,3.31E+12,2025-04-30,-2.12,-11.87,-5.06,28.25,10.54,,
101,11070,LG이노텍,3.30E+12,2025-04-30,-15.6,-6.06,-20.68,-37.12,3.8,,
102,138930,BNK금융지주,3.30E+12,2025-04-30,0.29,-13.1,9.52,23.36,6.86,,
103,4020,현대제철,3.27E+12,2025-04-30,-5.04,4.48,-3.16,-24.27,15.1,,
104,454910,두산로보틱스,3.27E+12,2025-04-30,-3.08,-22.82,-27.69,-30,-6.35,,
105,462870,시프트업,3.15E+12,2025-04-30,-2.88,-5.93,-17.08,,-6.12,,
106,36570,엔씨소프트,3.15E+12,2025-04-30,-8.05,-15.04,-32.89,-16.92,4.24,,
107,11780,금호석유화학,3.14E+12,2025-04-30,-3.96,13.79,-16.57,-14.04,-2.78,,
108,302440,SK바이오사이언스,3.10E+12,2025-04-30,-2.1,-20.08,-25,-32.42,13.89,,
109,489790,한화비전,3.04E+12,2025-04-30,7.89,76.8,33.93,,-13.46,,
110,17800,현대엘리베이터,2.89E+12,2025-04-30,33.88,36.85,58.24,82.47,2.71,,
111,278470,에이피알,2.82E+12,2025-04-30,7.11,61.24,41.28,32.57,53.12,,
112,383220,F&F,2.70E+12,2025-04-30,10.66,12.96,20.07,7.13,6.94,,
113,52690,한전기술,2.60E+12,2025-04-30,15.45,-0.29,-4.49,3.5,-7.65,,
114,26960,동서,2.59E+12,2025-04-30,-7.8,10.17,-5.8,36.34,0,,
115,11170,롯데케미칼,2.58E+12,2025-04-30,-11.06,5.98,-35.09,-43.91,-1,,
116,139480,이마트,2.53E+12,2025-04-30,12.79,44.87,41.29,43.96,-0.44,,
117,31210,서울보증보험,2.48E+12,2025-04-30,2.3,,,,-3.94,,
118,4370,농심,2.45E+12,2025-04-30,-2.07,15.47,11.33,1.26,5.21,,
119,18880,한온시스템,2.42E+12,2025-04-30,-5.19,-14.01,-8.82,-36.19,-15.17,,
120,12750,에스원,2.41E+12,2025-04-30,-1.55,5.83,0.95,6.19,4.25,,
121,4990,롯데지주,2.37E+12,2025-04-30,0.89,8.65,-5.24,-18.41,31.86,,
122,66970,엘앤에프,2.35E+12,2025-04-30,0.15,-25.35,-42.25,-60.46,-11.73,,
123,88350,한화생명,2.30E+12,2025-04-30,3.11,7.29,-9.56,-10.17,11.51,,
124,82740,한화엔진,2.27E+12,2025-04-30,30.07,17.97,91.77,113.39,2.02,,
125,81660,미스토홀딩스,2.23E+12,2025-04-30,-5.12,-7.37,-6.08,-9.63,-2.7,,
126,2380,KCC,2.22E+12,2025-04-30,-5.67,1.84,-4.59,-0.99,23.25,,
127,18670,SK가스,2.21E+12,2025-04-30,0.21,8.37,21.51,45.06,-11.27,,
128,1440,대한전선,2.17E+12,2025-04-30,-2.68,-15.91,-2.84,-15.48,9.89,,
129,30000,제일기획,2.13E+12,2025-04-30,3.29,9.25,1.2,-1.96,-1.02,,
130,111770,영원무역,2.10E+12,2025-04-30,-3.47,12.2,18.52,23.31,28.19,,
131,7660,이수페타시스,2.01E+12,2025-04-30,-16.29,-19.93,-18.83,-18.23,20.57,,
132,8930,한미사이언스,1.99E+12,2025-04-30,5.63,5.05,-44.15,-14.41,21.65,,
133,1450,현대해상,1.98E+12,2025-04-30,0.91,-7.5,-27.33,-29.07,9.68,,
134,51600,한전KPS,1.98E+12,2025-04-30,5.38,-7.16,-2.76,25.11,-2.04,,
135,192820,코스맥스,1.96E+12,2025-04-30,0.23,5.31,17.11,23.13,21.74,,
136,20560,아시아나항공,1.95E+12,2025-04-30,-7.7,-9.98,-4.92,-13.75,6.55,,
137,23530,롯데쇼핑,1.92E+12,2025-04-30,6.77,25.09,4.15,-2.73,18.88,,
138,120,CJ대한통운,1.90E+12,2025-04-30,-2.8,4.65,-4.7,-32.14,-3.37,,
139,282330,BGF리테일,1.86E+12,2025-04-30,-1.1,4.15,-5.52,-17.77,-4.92,,
140,12510,더존비즈온,1.86E+12,2025-04-30,7.38,-7.28,3.74,2,-8.84,,
141,2790,아모레퍼시픽홀딩스,1.82E+12,2025-04-30,11.95,-3.37,-0.43,-31.8,14.16,,
142,161890,한국콜마,1.79E+12,2025-04-30,18.04,26.5,10,51.2,9.35,,
143,28670,팬오션,1.78E+12,2025-04-30,-1.19,1.06,-4.85,-18.86,11.09,,
144,204320,HL만도,1.75E+12,2025-04-30,-6.87,-14.56,2.76,-5.46,-9.53,,
145,8770,호텔신라,1.72E+12,2025-04-30,9.46,11.41,1.5,-26.26,12.86,,
146,139130,iM금융지주,1.71E+12,2025-04-30,13.72,12.72,26.29,21.23,8.66,,
147,990,DB하이텍,1.70E+12,2025-04-30,-12.84,12.96,2.95,-7.37,1.69,,
148,375500,DL이앤씨,1.68E+12,2025-04-30,2.96,33.9,41.76,16.18,11.16,,
149,103140,풍산,1.66E+12,2025-04-30,-3.73,8.61,-13.05,-8.77,4.55,,
150,62040,산일전기,1.66E+12,2025-04-30,-0.73,-25.55,24,,22.94,,
151,6040,동원산업,1.65E+12,2025-04-30,16.67,21.78,35.92,21.17,11.64,,
152,294870,HDC현대산업개발,1.64E+12,2025-04-30,19.95,45.4,22,41.76,-6.21,,
153,112610,씨에스윈드,1.64E+12,2025-04-30,9.92,-6.84,-33.22,-26.1,27.19,,
154,7310,오뚜기,1.61E+12,2025-04-30,-3.61,4.98,-2.2,-3.96,-0.62,,
155,361610,SK아이이테크놀로지,1.60E+12,2025-04-30,-4.47,-3.65,-31.13,-62.01,-4.9,,
156,69620,대웅제약,1.60E+12,2025-04-30,18.45,1.85,-7.63,23.32,15,,
157,42670,HD현대인프라코어,1.59E+12,2025-04-30,-5.62,6.06,23.39,-1.08,14.82,,
158,3690,코리안리,1.58E+12,2025-04-30,-1.7,-0.49,1.96,16.53,14.07,,
159,6360,GS건설,1.56E+12,2025-04-30,6.6,2.41,2.13,10.74,24.11,,
160,5850,에스엘,1.53E+12,2025-04-30,-15.55,4.29,2.34,-2.38,-3.5,,
161,4170,신세계,1.52E+12,2025-04-30,10.56,19.23,4.43,-4.93,12.52,,
162,47040,대우건설,1.47E+12,2025-04-30,10.44,5.19,-2.74,-7.56,18.9,,
163,1720,신영증권,1.47E+12,2025-04-30,14.78,17.65,11.35,31.91,25.2,,
164,6280,녹십자,1.45E+12,2025-04-30,-0.56,-10.84,-22.13,8.66,2.42,,
165,9420,한올바이오파마,1.45E+12,2025-04-30,-1.94,-32.56,-38.06,-23.13,-6.67,,
166,240,한국앤컴퍼니,1.43E+12,2025-04-30,-4.14,-9.94,-8.01,-7.16,34.97,,
167,73240,금호타이어,1.38E+12,2025-04-30,-0.62,0,9.05,-31.53,-7.78,,
168,395400,SK리츠,1.37E+12,2025-04-30,0,2.59,5.2,19.66,-2.82,,
169,80,하이트진로,1.36E+12,2025-04-30,-0.92,2.22,-7.95,-8.17,4.5,,
170,69960,현대백화점,1.35E+12,2025-04-30,0.34,20.2,29.72,13.69,20.4,,
171,14680,한솔케미칼,1.31E+12,2025-04-30,-4.62,20.52,-5.55,-40.3,14.95,,
172,9970,영원무역홀딩스,1.30E+12,2025-04-30,2.25,18.07,9.66,11.97,26.62,,
173,457190,이수스페셜티케미컬,1.30E+12,2025-04-30,-6,25.51,5.9,-36.6,-5.92,,
174,5070,코스모신소재,1.28E+12,2025-04-30,-4.49,-25.05,-61.68,-74.08,-16.77,,
175,71970,HD현대마린엔진,1.25E+12,2025-04-30,44.42,34.92,92.19,129.05,15.72,,
176,300720,한일시멘트,1.25E+12,2025-04-30,9.89,16.13,28.66,37.2,2.17,,
177,7070,GS리테일,1.24E+12,2025-04-30,0.82,-3.39,-16.81,-13.17,3.65,,
178,10060,OCI홀딩스,1.22E+12,2025-04-30,-7.83,-19.33,-4.15,-31.82,9.58,,
179,192080,더블유게임즈,1.21E+12,2025-04-30,11.24,12.91,8.25,28.91,-10.11,,
180,7340,DN오토모티브,1.21E+12,2025-04-30,-2.6,-1.9,14,22.74,6.55,,
181,103590,일진전기,1.20E+12,2025-04-30,-0.4,-30.48,1.61,14.29,19.44,,
182,267270,HD현대건설기계,1.20E+12,2025-04-30,0.89,-6.1,31.2,23.09,4.14,,
183,20150,롯데에너지머티리얼즈,1.19E+12,2025-04-30,-5.82,-1.74,-39.28,-50.22,-2.65,,
184,3090,대웅,1.18E+12,2025-04-30,5.73,-2.64,-18.15,7.86,24.88,,
185,11210,현대위아,1.16E+12,2025-04-30,-7.16,7.13,0.82,-26.33,-0.23,,
186,12630,HDC,1.15E+12,2025-04-30,30.44,52.94,73.8,119.38,1.87,,
187,1800,오리온홀딩스,1.15E+12,2025-04-30,13.46,22.83,9.65,24,3.34,,
188,137310,에스디바이오센서,1.14E+12,2025-04-30,-0.74,-18.97,4.21,-10.82,24.04,,
189,34230,파라다이스,1.13E+12,2025-04-30,12.27,23.75,19.32,-17.99,1.62,,
190,185750,종근당,1.13E+12,2025-04-30,3.55,-4.56,-15.68,-18.1,6.13,,
191,280360,롯데웰푸드,1.12E+12,2025-04-30,0.85,18.15,-7.78,-11.57,0.59,,
192,3570,SNT다이내믹스,1.10E+12,2025-04-30,10.68,41.06,26.05,109.68,26.7,,
193,89860,롯데렌탈,1.07E+12,2025-04-30,3.16,5.19,2.8,8.09,11.05,,
194,9450,경동나비엔,1.06E+12,2025-04-30,0.14,-19.89,-14.3,21.24,3.59,,
195,365550,ESR켄달스퀘어리츠,1.04E+12,2025-04-30,1.44,5.97,-1.52,5.97,-9.53,,
196,330590,롯데리츠,1.04E+12,2025-04-30,1.56,15.46,6.86,13.23,3.77,,
197,1120,LX인터내셔널,1.03E+12,2025-04-30,4.94,7.06,-10.46,-5.18,6.59,,
198,298020,효성티앤씨,1.03E+12,2025-04-30,4.17,2.37,-20.3,-35.46,2.32,,
199,5300,롯데칠성,1.02E+12,2025-04-30,0.92,7.97,-6.4,-13.55,-2.64,,
200,17960,한국카본,1.01E+12,2025-04-30,42.99,38.52,83,71.12,12.88,,
1,5930,삼성전자,3.33E+14,2025-05-30,1.26,3.12,3.69,-23.54,6.41,,
2,660,SK하이닉스,1.49E+14,2025-05-30,15.21,7.52,27.89,4.5,42.79,,
3,207940,삼성바이오로직스,7.35E+13,2025-05-30,-1.9,-7.53,5.85,40.98,-3.88,,
4,373220,LG에너지솔루션,6.69E+13,2025-05-30,-11.86,-18.75,-25.03,-12.8,3.85,,
5,105560,KB금융,4.10E+13,2025-05-30,15.63,33.21,8.42,32.53,6.33,,
6,12450,한화에어로스페이스,3.84E+13,2025-05-30,3.34,38.65,163.55,290.27,4.56,,
7,5380,현대차,3.79E+13,2025-05-30,-2.78,-3.99,-15.19,-27.9,9.82,,
8,329180,HD현대중공업,3.60E+13,2025-05-30,0.87,36.99,84.32,206.96,5.67,,
9,68270,셀트리온,3.58E+13,2025-05-30,-0.19,-12.5,-9.86,-4.92,2.92,,
10,270,기아,3.56E+13,2025-05-30,-1.11,-4.08,-3.77,-24.04,8.39,,
11,35420,NAVER,2.97E+13,2025-05-30,-6.48,-9.42,-9.2,10.04,40,,
12,55550,신한지주,2.88E+13,2025-05-30,13.04,26.72,9.62,26.3,5.68,,
13,34020,두산에너빌리티,2.58E+13,2025-05-30,39.38,58.86,90.78,95.87,69.52,,
14,28260,삼성물산,2.55E+13,2025-05-30,22.39,23.29,25.88,9.9,7.74,,
15,42660,한화오션,2.39E+13,2025-05-30,-0.64,4.98,122.86,161.31,1.79,,
16,12330,현대모비스,2.35E+13,2025-05-30,-5.42,3.05,5.64,17.67,13.44,,
17,9540,HD한국조선해양,2.24E+13,2025-05-30,16.36,47.9,54.77,141.97,15.64,,
18,11200,HMM,2.18E+13,2025-05-30,16.65,8.73,18.6,17.16,5.63,,
19,86790,하나금융지주,2.09E+13,2025-05-30,12.71,22.18,16.51,19.38,18.71,,
20,5490,POSCO홀딩스,2.02E+13,2025-05-30,-4.03,-8.26,-11.5,-32.34,4.4,,
21,138040,메리츠금융지주,2.01E+13,2025-05-30,-9.99,-7.53,9.51,46.78,0.72,,
22,32830,삼성생명,1.98E+13,2025-05-30,14.73,13.94,-7.66,16.08,28.82,,
23,15760,한국전력,1.95E+13,2025-05-30,18.32,42.15,26.99,59.15,29.49,,
24,35720,카카오,1.89E+13,2025-05-30,11.63,-1.04,6.48,-2.18,40.52,,
25,810,삼성화재,1.86E+13,2025-05-30,8.01,5.75,3.06,18.45,7.29,,
26,259960,크래프톤,1.77E+13,2025-05-30,-0.67,7.42,18.27,47.01,-1.63,,
27,64350,현대로템,1.60E+13,2025-05-30,30.48,87.21,189.33,297.29,34.22,,
28,402340,SK스퀘어,1.52E+13,2025-05-30,29.13,27.41,56.19,44.58,59.41,,
29,10130,고려아연,1.51E+13,2025-05-30,-8.4,-1.62,-38.05,41.39,12.04,,
30,10140,삼성중공업,1.49E+13,2025-05-30,15.99,21.15,45.44,81.33,-0.83,,
31,33780,KT&G,1.47E+13,2025-05-30,4.8,22.28,-1.31,41.08,6.24,,
32,316140,우리금융지주,1.43E+13,2025-05-30,8.81,16.22,15.32,37.35,16.5,,
33,51910,LG화학,1.39E+13,2025-05-30,-8.66,-15.86,-30.53,-43.71,7.2,,
34,267260,HD현대일렉트릭,1.37E+13,2025-05-30,23.25,16.44,8.44,30.92,33.77,,
35,96770,SK이노베이션,1.35E+13,2025-05-30,-5.19,-28.8,-21.9,-12.43,36.76,,
36,30200,KT,1.28E+13,2025-05-30,-1.93,8.09,4.1,40.53,9.65,,
37,24110,기업은행,1.26E+13,2025-05-30,2.61,0.96,5.78,18.52,16.01,,
38,34730,SK,1.19E+13,2025-05-30,23.64,13.84,19.84,3.54,24.92,,
39,66570,LG전자,1.16E+13,2025-05-30,-0.42,-9.89,-20.74,-33.11,3.8,,
40,6400,삼성SDI,1.16E+13,2025-05-30,-4.03,-22.98,-32.21,-54.48,2.31,,
41,323410,카카오뱅크,1.12E+13,2025-05-30,5.38,-4.67,5.15,6.09,27.66,,
42,3550,LG,1.12E+13,2025-05-30,6.61,6.77,-5.21,-12.45,12.11,,
43,352820,하이브,1.11E+13,2025-05-30,-0.37,3.3,36.27,30.39,16.17,,
44,17670,SK텔레콤,1.11E+13,2025-05-30,-5.16,-8.04,-16.12,-0.39,10.1,,
45,18260,삼성에스디에스,1.01E+13,2025-05-30,1.4,5.6,-11.25,-15.84,30.26,,
46,79550,LIG넥스원,9.44E+12,2025-05-30,33.85,58.6,117.66,166.79,25.87,,
47,180640,한진칼,9.43E+12,2025-05-30,77.74,70.04,75.97,135.89,-16.35,,
48,9150,삼성전기,9.13E+12,2025-05-30,3.82,-9.48,13.15,-21.97,10.23,,
49,3670,포스코퓨처엠,9.03E+12,2025-05-30,-6.65,-17.48,-32.33,-53.36,11.84,,
50,6800,미래에셋증권,8.87E+12,2025-05-30,31.23,77.91,81.65,113.6,37.95,,
51,267250,HD현대,8.82E+12,2025-05-30,41.93,53.22,43.57,63.07,15.94,,
52,47050,포스코인터내셔널,8.63E+12,2025-05-30,-0.61,-5.49,3.92,13.94,1.33,,
53,272210,한화시스템,8.58E+12,2025-05-30,16.41,48.61,96.54,160.62,27.75,,
54,86280,현대글로비스,8.51E+12,2025-05-30,-0.53,-12.84,-7.8,25.46,18.87,,
55,3230,삼양식품,8.37E+12,2025-05-30,14.54,29.19,114.07,110.42,25.56,,
56,100,유한양행,8.37E+12,2025-05-30,-8.35,-14.44,-9.62,49.43,-0.1,,
57,3490,대한항공,8.28E+12,2025-05-30,7.4,-4.66,-13.29,10.29,1.78,,
58,47810,한국항공우주,8.15E+12,2025-05-30,0.97,32.49,43.15,55.1,7.42,,
59,150,두산,8.06E+12,2025-05-30,60.79,51.32,152.85,139.22,34.43,,
60,443060,HD현대마린솔루션,8.06E+12,2025-05-30,17.52,41.91,34.88,37.88,14.29,,
61,90430,아모레퍼시픽,7.82E+12,2025-05-30,7.48,14.08,28.31,-28.88,2.24,,
62,42700,한미반도체,7.77E+12,2025-05-30,5.65,-14.01,7.77,-51.36,26.87,,
63,10620,HD현대미포,7.73E+12,2025-05-30,16.08,84.29,54.06,168.75,9.04,,
64,10120,LS ELECTRIC,7.58E+12,2025-05-30,24.08,5.21,75.35,13.74,18.42,,
65,326030,SK바이오팜,7.28E+12,2025-05-30,-12.68,-18.42,-10.06,10.58,-1.08,,
66,5830,DB손해보험,7.12E+12,2025-05-30,10.2,9.96,-7.97,-1.86,22.69,,
67,720,현대건설,7.10E+12,2025-05-30,53.37,90.45,132.42,91.3,23.04,,
68,21240,코웨이,6.39E+12,2025-05-30,1.37,9.75,34.9,59.03,8.89,,
69,10950,S-Oil,6.12E+12,2025-05-30,4.62,-4.39,-5.06,-19.29,10.11,,
70,71050,한국금융지주,6.02E+12,2025-05-30,30.12,35.68,44.58,67.44,29.26,,
71,298040,효성중공업,5.77E+12,2025-05-30,26.46,43.12,53.41,43.45,43.94,,
72,880,한화,5.66E+12,2025-05-30,56.8,86.19,152.51,184.37,24.9,,
73,5940,NH투자증권,5.65E+12,2025-05-30,12.31,15.78,29.43,40.16,15.95,,
74,88980,맥쿼리인프라,5.62E+12,2025-05-30,2.36,4.73,4.36,-6.74,-2.13,,
75,32640,LG유플러스,5.59E+12,2025-05-30,6.49,20.98,10.44,31.96,11.72,,
76,16360,삼성증권,5.40E+12,2025-05-30,15.9,32.68,27.1,63.96,21.65,,
77,6260,LS,5.13E+12,2025-05-30,21.6,42.11,80.2,-10,23.67,,
78,9830,한화솔루션,5.12E+12,2025-05-30,-0.33,38.6,83.72,-7.45,6.04,,
79,377300,카카오페이,5.10E+12,2025-05-30,19.59,10.51,52.93,17.91,102.64,,
80,51900,LG생활건강,5.09E+12,2025-05-30,-3.41,2.03,4.99,-22.84,-1.99,,
81,29780,삼성카드,5.01E+12,2025-05-30,2.98,-3.89,1.17,8,14.35,,
82,64400,LG씨엔에스,4.86E+12,2025-05-30,-4.56,3.83,,,49.6,,
83,161390,한국타이어앤테크놀로지,4.77E+12,2025-05-30,-7,1.58,2.26,-11.7,3.25,,
84,241560,두산밥캣,4.51E+12,2025-05-30,-4.08,0,21.13,-16.52,23.83,,
85,251270,넷마블,4.39E+12,2025-05-30,14.32,26.96,-3.58,-15.12,21.33,,
86,271560,오리온,4.36E+12,2025-05-30,-10.39,8.34,7.6,19.87,-1.45,,
87,278470,에이피알,4.34E+12,2025-05-30,53.12,96.09,134.11,60.81,33.74,,
88,34220,LG디스플레이,4.31E+12,2025-05-30,1.65,-5.9,-9.18,-14.33,4.07,,
89,28050,삼성E&A,4.26E+12,2025-05-30,13.05,32.78,21.17,-8.42,1.61,,
90,78930,GS,4.05E+12,2025-05-30,12.53,20.8,4.19,0.35,7.12,,
91,128940,한미약품,3.99E+12,2025-05-30,15.8,29.79,14.31,8.73,-8.19,,
92,39490,키움증권,3.98E+12,2025-05-30,18.69,42.38,26.14,22.44,40.84,,
93,1040,CJ,3.98E+12,2025-05-30,9.65,32.46,41.98,-0.29,17.75,,
94,307950,현대오토에버,3.93E+12,2025-05-30,16.4,8.88,2.43,-3.04,18.97,,
95,36460,한국가스공사,3.82E+12,2025-05-30,6.44,18.48,-7.39,45.6,0.73,,
